,total,return,special_proposition
0,88.6789698123428,False,9.141026704834733
1,104.08510536996356,True,8.569497674143486
2,136.88356100625884,False,50.30085870273132
3,122.46742593655424,False,44.53271313969731
4,145.38333883943383,True,0.07590529130740503
5,26.51314307085262,False,11.951336881786316
6,250.35104262823572,True,6.907054359018515
7,65.90523863987633,False,32.318259521579165
8,126.47487453215119,False,21.24544635100872
9,38.48572559326967,False,27.21015674892968
10,249.5199614572578,False,25.40090074150025
11,66.58149130440492,True,4.074003749648155
12,183.35793317125606,True,11.413557240287421
13,13.96211789939274,False,3.5714872831451787
14,281.57292896088944,False,142.156681242606
15,157.91118882531836,True,14.174335718776494
16,182.60904509297455,False,50.871705843429055
17,86.12668182185251,True,6.19680146406499
18,91.01389925002306,False,71.7474899127829
19,102.3408040955476,True,7.2332176795497425
20,237.43851649520877,False,23.943740899206915
21,80.50499573812579,False,31.903800762069807
22,171.1534475868738,True,0.68312432205774
23,30.45263791647443,False,5.763530640933878
24,49.62591758720316,False,12.89812418208383
25,154.67238680917927,False,113.82080992361419
26,75.11412372508502,False,40.05003014765549
27,83.69802385705137,True,7.031162869284725
28,254.85066617121802,True,3.9976840400853573
29,520.7734341813831,True,44.634254951350904
30,88.8417693776849,False,57.12071082070707
31,202.27576144289964,True,17.7270933952217
32,169.7946172969887,True,16.05464764590097
33,176.12518976310753,False,24.67079223732836
34,49.33622983969172,False,5.172823708571815
35,394.43981325543956,True,23.173225789990802
36,132.3736820985904,False,43.434054874993755
37,218.15232283315717,False,30.48373040362618
38,151.28706771029093,False,19.922677270328254
39,69.43724841346696,False,67.65479983206347
40,30.607638155382737,False,26.960305608565317
41,47.234644021431016,False,38.72305452666501
42,276.10342000502783,False,75.01966955798416
43,412.68257585730356,False,97.71996812200474
44,73.76121519479393,True,4.00194435427771
45,103.41571233973954,False,15.167466609027244
46,165.05040326364852,False,18.86095373423363
47,114.66625244704922,False,78.68068409867672
48,109.53576512973643,False,67.67760750258813
49,10.349537285615984,False,4.703480466981111
50,157.75210686528476,False,33.94177632227119
51,191.72611632717832,True,8.310918943743566
52,27.96934864385392,False,16.21136379787716
53,75.56338840203459,False,9.549590379990322
54,38.61699088818948,True,0.5209237926493054
55,43.18949577122092,True,0.782049645919523
56,123.83276176673509,True,2.4663541675148877
57,58.06280130367887,False,15.816018180895862
58,183.85962879324012,True,4.052146058249509
59,215.00575333472824,False,77.07828806564281
60,51.965479599962336,True,0.940359137923817
61,174.19136334824753,False,66.62989767164201
62,173.14022217937736,True,10.785709125231355
63,35.18392576196074,False,12.674631877864275
64,216.42038585207865,True,16.597937713139203
65,37.1705547175338,False,36.938039700578585
66,21.771108533623362,False,5.317567630877786
67,182.2823948862932,True,8.828508195308718
68,320.9472161291886,True,5.318017479274162
69,94.93582576479218,False,47.1764858210041
70,151.47279497254502,True,8.6200565209091
71,75.79982530889137,False,33.8804198745473
72,113.13354028291744,False,17.400699790772485
73,260.1775876072468,False,35.08004659841161
74,104.92848134895812,False,45.1834141950511
75,227.31761014088582,True,14.129543670329578
76,315.9685625357428,True,24.777714256609876
77,235.20342931374154,False,72.65855744693299
78,73.42373379331517,False,58.25151578290609
79,142.73836529933766,True,4.1321140352709955
80,92.9959984839708,True,4.332458563770643
81,594.0246690988682,True,57.422816288476234
82,74.03738639330874,False,71.62933637936302
83,141.975307811397,True,13.390727259553811
84,29.57509640733506,False,24.169351598325697
85,90.31466926923996,True,1.4039349597217992
86,321.833613194014,False,49.000563172677076
87,155.78482444593485,True,5.989500042806899
88,358.0261794925449,False,43.22097483376207
89,131.3845299429347,True,4.84003921073457
90,148.9158619347501,True,2.064758036986247
91,83.2394918946068,False,21.832268906736427
92,93.69979665016518,False,13.676604480994191
93,223.44769557532098,True,12.382829147275585
94,59.95515016986408,False,32.2184595361415
95,57.04565775664561,False,10.09874397327722
96,346.9534324631955,True,20.908127390317237
97,124.1056735207989,False,15.945892891165908
98,62.19641896393977,True,2.327061927929029
99,50.68875359145461,False,27.12974461067209
100,125.12867754122917,False,21.225338889190805
101,115.78612154380161,False,18.990832881512823
102,259.4763995638168,False,28.013441715952382
103,113.8104585299117,False,79.65842622357611
104,169.42143805017975,False,92.42821201833037
105,89.23101714720389,True,8.429857470281375
106,12.802316925194644,False,9.202899886891938
107,25.794169353646637,False,17.35761654545878
108,124.70217421363269,False,76.24292586482328
109,50.241374793039874,False,49.36100573908885
110,129.507901218437,False,22.561861535319398
111,8.229776526443906,False,2.736875958387559
112,70.16442625205865,True,2.680514934845122
113,145.15129559183572,True,2.3036832487346675
114,195.18085236189833,False,38.27360100826422
115,190.63912191211728,True,17.681918378683363
116,93.01823088125938,True,1.1221102237471823
